"cmkz98ko6000puo301vybahvw"	"MARDANTO"	"K3"	"3"	"111111"	"11111"	"11111"	4000000	500000	300000	true	"2025-12-25 00:00:00"	"2026-01-29 09:31:29.57"	"2026-01-30 08:21:42.364"	"2"	"11"		10000	54000	10000
"cmkz9atz10001uojgyon973mb"	"ANGGA BUDIANTO"	"K1"	"3"	"22222"	"2222"	"2222"	3500000	350000	350000	true	"2026-01-28 00:00:00"	"2026-01-29 09:33:14.938"	"2026-01-29 10:00:42.313"	"4"	"51"		10000	51000	51000
"cmkzadcuh0007uoaos02c52hg"	"FANI"	"K1"	"3"	"1111"	"2222"	"1111"	4000000	900000	800000	true	"2026-01-12 00:00:00"	"2026-01-29 10:03:12.326"	"2026-01-29 10:03:12.326"	"5"	"cmkz8y7xw0007uo3087sa6e45"		56565	343443	565666
"cmkzaelzc0009uoao4pvfhpbc"	"ALFATAH"	"K0"	"3"	"2222"	"2222"	"2222"	4510000	40000	40000	true	"2026-01-28 00:00:00"	"2026-01-29 10:04:10.804"	"2026-01-29 10:04:10.804"	"6"	"cmkz8ylvr0009uo305oky9o9b"		4500	45000	4500
"cmkzaozet000juoaog7zw7l0u"	"AHMAD WARIS"	"K0"	"2"	"2222"	"2222"	"2222"	5000000	500000	50000	true	"2026-01-28 00:00:00"	"2026-01-29 10:12:14.787"	"2026-01-30 08:22:49.654"	"2"	"13"		25252	252525	25252
"cmkzaq450000luoaozmjivazg"	"RIKI YUNANNDA HARAHAP"	"TK"	"2"	"3333"	"33333"	"3333"	333333	33333	33333	true	"2026-01-28 00:00:00"	"2026-01-29 10:13:07.573"	"2026-01-30 08:22:02.072"	"2"	"12"		333	3333	333
"cml0k6ltm0007uoiklw9gdhwk"	"BOSLEN TAMBAH"	"K3"	"5"	"11111"	"1111"	"1111"	4500000	500000	500000	true	"2026-01-28 00:00:00"	"2026-01-30 07:25:39.703"	"2026-01-30 07:25:39.703"	"1"	"1."		200000	121000	252000
"cml0kjb7q0009uoik709abkwj"	"DENI ARDIANSYAH"	"K1"	"1"	"1111"	"2222"	"3333"	3400000	0	0	true	"2026-01-13 00:00:00"	"2026-01-30 07:35:32.481"	"2026-01-30 07:35:32.481"	"2"	"13"		30000	44440	55555
"cml0kkgmt000buoikrslfqhkf"	"SANDOYO "	"TK"	"1"	"1111"	"2222"	"3333"	3600000	0	0	true	"2026-01-07 00:00:00"	"2026-01-30 07:36:26.166"	"2026-01-30 07:36:26.166"	"2"	"17"		10000	20000	16666
"cml0klp6n000duoikgnjjt1e1"	"PRANDI"	"K1"	"3"	"1111"	"2222"	"1111"	3800000	150000	200000	true	"2026-01-05 00:00:00"	"2026-01-30 07:37:23.902"	"2026-01-30 08:24:11.471"	"2"	"16"		10000	52222	20000
"cml0kmyhf000fuoikozb7d306"	"HARIS"	"TK"	"2"	"1111"	"2222"	"1111"	3500000	0	0	true	"2026-01-14 00:00:00"	"2026-01-30 07:38:22.611"	"2026-01-30 08:26:24.996"	"2"	"27"		10000	50000	20000
"cml0koq0w000huoikzas7aaft"	"DENNY PETOT"	"TK"	"1"	"111"	"111"	"111"	3500000	0	0	true	"2026-01-15 00:00:00"	"2026-01-30 07:39:44.96"	"2026-01-30 08:27:02.411"	"2"	"29"		15000	20000	10000
"cml0kt7jj000juoikfnesb8gg"	"FAJRIYAN"	"TK"	"4"	"44444"	"4444"	"4444"	444444	4444	44444	true	"2026-01-29 00:00:00"	"2026-01-30 07:43:14.287"	"2026-01-30 07:43:14.287"	"1"	"3"		4444	44444	44444
"cml0kur20000luoiklo5zl23j"	"SOFRANSYAH"	"TK"	"5"	"11111"	"11111"	"1111"	50000	5000	5000	true	"2026-01-29 00:00:00"	"2026-01-30 07:44:26.232"	"2026-03-25 09:15:59.814"	"1"	"1."		2222	2222	2222
"cml0l1d6u000nuoiktr1byyii"	"HAWARI"	"K0"	"4"	"4444"	"44444"	"4444"	4444	4444	4444	true	"2026-01-28 00:00:00"	"2026-01-30 07:49:34.849"	"2026-01-30 07:49:34.849"	"1"	"4"		44444	4444	4444
"cml0l2isw000puoikhdx3k3zw"	"WAHYU IRAWADI"	"TK"	"4"	"444"	"444"	"4444"	444	444	444	true	"2026-01-29 00:00:00"	"2026-01-30 07:50:28.78"	"2026-01-30 07:50:28.78"	"1"	"6"		444	444	444
"cml0l3m0t000ruoikxc6lsz1o"	"JOHANES TAMBUNAN"	"K0"	"4"	"1111"	"11111"	"1111"	1111	1111	111	true	"2026-01-29 00:00:00"	"2026-01-30 07:51:19.611"	"2026-01-30 07:51:19.611"	"1"	"5"		11111	111	1111
"cml0m9jnf001buoikxxpcpzao"	"TONI GUSTIAWAN"	"K0"	"1"	"1111"	"1111"	"1111"	1111	1111	1111	true	"2026-01-29 00:00:00"	"2026-01-30 08:23:56.089"	"2026-01-30 08:23:56.089"	"2"	"13"		1111	1111	1111
"cml0mayyf001duoiktcxkwu19"	"HARDIANSYAH PUTRA SIREGAR"	"K0"	"2"	"1111"	"111"	"111"	111	111	111	true	"2026-01-29 00:00:00"	"2026-01-30 08:25:02.583"	"2026-01-30 08:25:02.583"	"2"	"18"		0	111	111
"cml0mbsgb001fuoikacqrgy4f"	"REZA"	"K0"	"1"	"11"	"11"	"111"	111	111	111	true	"2026-01-29 00:00:00"	"2026-01-30 08:25:40.812"	"2026-01-30 08:25:40.812"	"2"	"19"		111	111	111
"cml0mfi1i001kuoiklbwl3o21"	"TAMPUBOLON"	"K0"	"2"	"1111"	"1111"	"1111"	1111	111	1111	true	"2026-01-29 00:00:00"	"2026-01-30 08:28:33.938"	"2026-01-30 08:28:33.938"	"2"	"20"		111	111	111
"cml0mpy8w001quoikiqj35rc2"	"ARLEN"	"K1"	"4"	"1111"	"1111"	"111"	1111000	1000000	1000000	true	"2026-01-29 00:00:00"	"2026-01-30 08:36:41.5"	"2026-01-31 07:21:38.696"	"3"	"31"		20000	20000	20000
"cml0nezhw001tuoikuww5ug6q"	"WILY IRAWAN"	"K1"	"2"	"1111"	"1111"	"1111"	111	111	111	true	"2026-01-29 00:00:00"	"2026-01-30 08:56:09.519"	"2026-01-30 08:56:09.519"	"2"	"30"		111	111	111
"cml0ni0jl001vuoika0n1qj6u"	"CANDI LUBIS"	"K0"	"111"	"111"	"111"	"111"	111	111	111	true	"2026-01-29 00:00:00"	"2026-01-30 08:58:30.845"	"2026-01-30 08:58:30.845"	"3"	"48"		111	111	111
"cml0ovk780020uoikgvkq26jx"	"DEDY AFRIZAL"	"TK"	"3"	"2222"	"3333"	"2222"	2222222	2222	22222	true	"2026-01-15 00:00:00"	"2026-01-30 09:37:02.467"	"2026-01-30 09:37:02.467"	"4"	"52"		4444	4444	5555
"cml0oweeo0022uoikpdkflfvs"	"MARADONA PASARIBU"	"TK"	"2"	"3333"	"45555"	"222"	344444	222	22222	true	"2026-01-16 00:00:00"	"2026-01-30 09:37:41.617"	"2026-01-30 09:37:41.617"	"4"	"53"		222	34444	22222
